id	ensembl_gene_id	biotype	hgnc_symbol	entrezgene_id
ENSG00000006652	ENSG00000006652.14	protein_coding	IFRD1	3475
ENSG00000006695	ENSG00000006695.12	protein_coding	COX10	1352
ENSG00000006704	ENSG00000006704.10	protein_coding	GTF2IRD1	9569
ENSG00000006712	ENSG00000006712.15	protein_coding	PAF1	54623
ENSG00000006715	ENSG00000006715.16	protein_coding	VPS41	27072
ENSG00000006740	ENSG00000006740.17	protein_coding	ARHGAP44	9912
ENSG00000006744	ENSG00000006744.19	protein_coding	ELAC2	60528
ENSG00000006747	ENSG00000006747.15	protein_coding	SCIN	85477
ENSG00000006756	ENSG00000006756.16	protein_coding	ARSD	414
ENSG00000006757	ENSG00000006757.12	protein_coding	PNPLA4	8228
ENSG00000006788	ENSG00000006788.14	protein_coding	MYH13	8735
ENSG00000006831	ENSG00000006831.10	protein_coding	ADIPOR2	79602
ENSG00000006837	ENSG00000006837.12	protein_coding	CDKL3	51265
ENSG00000007038	ENSG00000007038.11	protein_coding	PRSS21	10942
ENSG00000007047	ENSG00000007047.15	protein_coding	MARK4	57787
ENSG00000007062	ENSG00000007062.11	protein_coding	PROM1	8842
ENSG00000007080	ENSG00000007080.11	protein_coding	CCDC124	115098
ENSG00000007129	ENSG00000007129.18	protein_coding	CEACAM21	90273
ENSG00000007168	ENSG00000007168.13	protein_coding	PAFAH1B1	5048
ENSG00000007171	ENSG00000007171.18	protein_coding	NOS2	4843
ENSG00000007174	ENSG00000007174.18	protein_coding	DNAH9	1770
ENSG00000007202	ENSG00000007202.15	protein_coding	KIAA0100	9703
ENSG00000007216	ENSG00000007216.14	protein_coding	SLC13A2	9058
ENSG00000007237	ENSG00000007237.18	protein_coding	GAS7	8522
ENSG00000007255	ENSG00000007255.10	protein_coding	TRAPPC6A	79090
ENSG00000007264	ENSG00000007264.15	protein_coding	MATK	4145
ENSG00000007306	ENSG00000007306.15	protein_coding	CEACAM7	1087
ENSG00000007312	ENSG00000007312.12	protein_coding	CD79B	974
ENSG00000007314	ENSG00000007314.12	protein_coding	SCN4A	6329
ENSG00000007341	ENSG00000007341.19	protein_coding	ST7L	54879
ENSG00000007372	ENSG00000007372.23	protein_coding	PAX6	5080
ENSG00000007376	ENSG00000007376.8	protein_coding	RPUSD1	113000
ENSG00000007384	ENSG00000007384.15	protein_coding	RHBDF1	64285
ENSG00000007392	ENSG00000007392.16	protein_coding	LUC7L	55692
ENSG00000007402	ENSG00000007402.11	protein_coding	CACNA2D2	9254
ENSG00000007516	ENSG00000007516.13	protein_coding	BAIAP3	8938
ENSG00000007520	ENSG00000007520.4	protein_coding	TSR3	115939
ENSG00000007541	ENSG00000007541.16	protein_coding	PIGQ	9091
ENSG00000007545	ENSG00000007545.15	protein_coding	CRAMP1	57585
ENSG00000007866	ENSG00000007866.21	protein_coding	TEAD3	7005
ENSG00000007908	ENSG00000007908.16	protein_coding	SELE	6401
ENSG00000007923	ENSG00000007923.16	protein_coding	DNAJC11	55735
ENSG00000007933	ENSG00000007933.13	protein_coding	FMO3	2328
ENSG00000007944	ENSG00000007944.15	protein_coding	MYLIP	29116
ENSG00000007952	ENSG00000007952.18	protein_coding	NOX1	27035
ENSG00000007968	ENSG00000007968.7	protein_coding	E2F2	1870
ENSG00000008018	ENSG00000008018.9	protein_coding	PSMB1	5689
ENSG00000008056	ENSG00000008056.14	protein_coding	SYN1	6853
ENSG00000008083	ENSG00000008083.14	protein_coding	JARID2	3720
ENSG00000008086	ENSG00000008086.12	protein_coding	CDKL5	6792
ENSG00000008118	ENSG00000008118.10	protein_coding	CAMK1G	57172
ENSG00000008130	ENSG00000008130.15	protein_coding	NADK	65220
ENSG00000008226	ENSG00000008226.20	protein_coding	DLEC1	9940
ENSG00000008256	ENSG00000008256.16	protein_coding	CYTH3	9265
ENSG00000008277	ENSG00000008277.14	protein_coding	ADAM22	53616
ENSG00000008282	ENSG00000008282.8	protein_coding	SYPL1	6856
ENSG00000008283	ENSG00000008283.16	protein_coding	CYB561	1534
ENSG00000008294	ENSG00000008294.21	protein_coding	SPAG9	9043
ENSG00000008300	ENSG00000008300.17	protein_coding	CELSR3	1951
ENSG00000008311	ENSG00000008311.15	protein_coding	AASS	10157
ENSG00000008323	ENSG00000008323.15	protein_coding	PLEKHG6	55200
ENSG00000008324	ENSG00000008324.11	protein_coding	SS18L2	51188
ENSG00000008382	ENSG00000008382.15	protein_coding	MPND	84954
ENSG00000008394	ENSG00000008394.13	protein_coding	MGST1	4257
ENSG00000008405	ENSG00000008405.12	protein_coding	CRY1	1407
ENSG00000008438	ENSG00000008438.5	protein_coding	PGLYRP1	8993
ENSG00000008441	ENSG00000008441.16	protein_coding	NFIX	4784
ENSG00000008513	ENSG00000008513.16	protein_coding	ST3GAL1	6482
ENSG00000008516	ENSG00000008516.17	protein_coding	MMP25	64386
ENSG00000008517	ENSG00000008517.16	protein_coding	IL32	9235
ENSG00000008710	ENSG00000008710.19	protein_coding	PKD1	5310
ENSG00000008735	ENSG00000008735.14	protein_coding	MAPK8IP2	23542
ENSG00000008838	ENSG00000008838.20	protein_coding	MED24	9862
ENSG00000008853	ENSG00000008853.16	protein_coding	RHOBTB2	23221
ENSG00000008869	ENSG00000008869.12	protein_coding	HEATR5B	54497
ENSG00000008952	ENSG00000008952.17	protein_coding	SEC62	7095
ENSG00000008988	ENSG00000008988.9	protein_coding	RPS20	6224
ENSG00000009307	ENSG00000009307.16	protein_coding	CSDE1	7812
ENSG00000009335	ENSG00000009335.18	protein_coding	UBE3C	9690
ENSG00000009413	ENSG00000009413.15	protein_coding	REV3L	5980
ENSG00000009694	ENSG00000009694.13	protein_coding	TENM1	10178
ENSG00000009724	ENSG00000009724.17	protein_coding	MASP2	10747
ENSG00000009765	ENSG00000009765.14	protein_coding	IYD	389434
ENSG00000009780	ENSG00000009780.15	protein_coding	FAM76A	199870
ENSG00000009790	ENSG00000009790.15	protein_coding	TRAF3IP3	80342
ENSG00000009830	ENSG00000009830.11	protein_coding	POMT2	29954
ENSG00000009844	ENSG00000009844.16	protein_coding	VTA1	51534
ENSG00000009950	ENSG00000009950.16	protein_coding	MLXIPL	51085
ENSG00000009954	ENSG00000009954.11	protein_coding	BAZ1B	9031
ENSG00000010017	ENSG00000010017.13	protein_coding	RANBP9	10048
ENSG00000010030	ENSG00000010030.14	protein_coding	ETV7	51513
ENSG00000010072	ENSG00000010072.16	protein_coding	SPRTN	83932
ENSG00000010165	ENSG00000010165.20	protein_coding	EEF1AKNMT	51603
ENSG00000010219	ENSG00000010219.13	protein_coding	DYRK4	8798
ENSG00000010244	ENSG00000010244.18	protein_coding	ZNF207	7756
ENSG00000010256	ENSG00000010256.11	protein_coding	UQCRC1	7384
ENSG00000010270	ENSG00000010270.13	protein_coding	STARD3NL	83930
ENSG00000010278	ENSG00000010278.14	protein_coding	CD9	928
ENSG00000010292	ENSG00000010292.13	protein_coding	NCAPD2	9918
ENSG00000010295	ENSG00000010295.19	protein_coding	IFFO1	25900
ENSG00000010310	ENSG00000010310.9	protein_coding	GIPR	2696
ENSG00000010318	ENSG00000010318.21	protein_coding	PHF7	51533
ENSG00000010319	ENSG00000010319.7	protein_coding	SEMA3G	56920
ENSG00000010322	ENSG00000010322.16	protein_coding	NISCH	11188
ENSG00000010327	ENSG00000010327.10	protein_coding	STAB1	23166
ENSG00000010361	ENSG00000010361.14	protein_coding	FUZ	80199
ENSG00000010404	ENSG00000010404.18	protein_coding	IDS	3423
ENSG00000010438	ENSG00000010438.16	protein_coding	PRSS3	5646
ENSG00000010539	ENSG00000010539.11	protein_coding	ZNF200	7752
ENSG00000010610	ENSG00000010610.10	protein_coding	CD4	920
ENSG00000010626	ENSG00000010626.15	protein_coding	LRRC23	10233
ENSG00000010671	ENSG00000010671.15	protein_coding	BTK	695
ENSG00000010704	ENSG00000010704.18	protein_coding	HFE	3077
ENSG00000010803	ENSG00000010803.16	protein_coding	SCMH1	22955
ENSG00000010810	ENSG00000010810.17	protein_coding	FYN	2534
ENSG00000010818	ENSG00000010818.10	protein_coding	HIVEP2	3097
ENSG00000010932	ENSG00000010932.17	protein_coding	FMO1	2326
ENSG00000011007	ENSG00000011007.12	protein_coding	ELOA	6924
ENSG00000011009	ENSG00000011009.11	protein_coding	LYPLA2	11313
ENSG00000011021	ENSG00000011021.23	protein_coding	CLCN6	1185
ENSG00000011028	ENSG00000011028.14	protein_coding	MRC2	9902
ENSG00000011083	ENSG00000011083.9	protein_coding	SLC6A7	6534
ENSG00000011105	ENSG00000011105.14	protein_coding	TSPAN9	10867
ENSG00000011114	ENSG00000011114.15	protein_coding	BTBD7	55727
ENSG00000011132	ENSG00000011132.12	protein_coding	APBA3	9546
ENSG00000011143	ENSG00000011143.16	protein_coding	MKS1	54903
ENSG00000011198	ENSG00000011198.10	protein_coding	ABHD5	51099
ENSG00000011201	ENSG00000011201.12	protein_coding	ANOS1	3730
ENSG00000011243	ENSG00000011243.18	protein_coding	AKAP8L	26993
ENSG00000011258	ENSG00000011258.16	protein_coding	MBTD1	54799
ENSG00000011260	ENSG00000011260.14	protein_coding	UTP18	51096
ENSG00000011275	ENSG00000011275.18	protein_coding	RNF216	54476
ENSG00000011295	ENSG00000011295.16	protein_coding	TTC19	54902
ENSG00000011304	ENSG00000011304.20	protein_coding	PTBP1	5725
ENSG00000011332	ENSG00000011332.19	protein_coding	DPF1	8193
ENSG00000011347	ENSG00000011347.9	protein_coding	SYT7	9066
ENSG00000011376	ENSG00000011376.12	protein_coding	LARS2	23395
ENSG00000011405	ENSG00000011405.13	protein_coding	PIK3C2A	5286
ENSG00000011422	ENSG00000011422.12	protein_coding	PLAUR	5329
ENSG00000011426	ENSG00000011426.11	protein_coding	ANLN	54443
ENSG00000011451	ENSG00000011451.19	protein_coding	WIZ	58525
ENSG00000011454	ENSG00000011454.17	protein_coding	RABGAP1	23637
ENSG00000011465	ENSG00000011465.17	protein_coding	DCN	1634
ENSG00000011478	ENSG00000011478.12	protein_coding	QPCTL	54814
ENSG00000011485	ENSG00000011485.15	protein_coding	PPP5C	5536
ENSG00000011523	ENSG00000011523.14	protein_coding	CEP68	23177
ENSG00000011566	ENSG00000011566.15	protein_coding	MAP4K3	8491
ENSG00000011590	ENSG00000011590.14	protein_coding	ZBTB32	27033
ENSG00000011600	ENSG00000011600.11	protein_coding	TYROBP	7305
ENSG00000011638	ENSG00000011638.10	protein_coding	TMEM159	57146
ENSG00000012048	ENSG00000012048.22	protein_coding	BRCA1	672
ENSG00000012061	ENSG00000012061.15	protein_coding	ERCC1	2067
ENSG00000012124	ENSG00000012124.17	protein_coding	CD22	933
ENSG00000012171	ENSG00000012171.20	protein_coding	SEMA3B	7869
ENSG00000012174	ENSG00000012174.12	protein_coding	MBTPS2	51360
ENSG00000012211	ENSG00000012211.13	protein_coding	PRICKLE3	4007
ENSG00000012223	ENSG00000012223.13	protein_coding	LTF	4057
ENSG00000012232	ENSG00000012232.9	protein_coding	EXTL3	2137
ENSG00000012504	ENSG00000012504.15	protein_coding	NR1H4	9971
ENSG00000012660	ENSG00000012660.14	protein_coding	ELOVL5	60481
ENSG00000012779	ENSG00000012779.11	protein_coding	ALOX5	240
ENSG00000012817	ENSG00000012817.15	protein_coding	KDM5D	8284
ENSG00000012822	ENSG00000012822.16	protein_coding	CALCOCO1	57658
ENSG00000012963	ENSG00000012963.15	protein_coding	UBR7	55148
ENSG00000012983	ENSG00000012983.11	protein_coding	MAP4K5	11183
ENSG00000013016	ENSG00000013016.16	protein_coding	EHD3	30845
ENSG00000013275	ENSG00000013275.8	protein_coding	PSMC4	5704
ENSG00000013288	ENSG00000013288.9	protein_coding	MAN2B2	23324
ENSG00000013297	ENSG00000013297.11	protein_coding	CLDN11	5010
ENSG00000013306	ENSG00000013306.16	protein_coding	SLC25A39	51629
ENSG00000013364	ENSG00000013364.19	protein_coding	MVP	9961
ENSG00000013374	ENSG00000013374.16	protein_coding	NUB1	51667
ENSG00000013375	ENSG00000013375.16	protein_coding	PGM3	5238
ENSG00000013392	ENSG00000013392.8	protein_coding	RWDD2A	112611
ENSG00000013441	ENSG00000013441.16	protein_coding	CLK1	1195
ENSG00000013503	ENSG00000013503.10	protein_coding	POLR3B	55703
ENSG00000013523	ENSG00000013523.10	protein_coding	ANGEL1	23357
ENSG00000013561	ENSG00000013561.18	protein_coding	RNF14	9604
ENSG00000013563	ENSG00000013563.14	protein_coding	DNASE1L1	1774
ENSG00000013573	ENSG00000013573.17	protein_coding	DDX11	1663
ENSG00000013583	ENSG00000013583.10	protein_coding	HEBP1	50865
ENSG00000013588	ENSG00000013588.8	protein_coding	GPRC5A	9052
ENSG00000013619	ENSG00000013619.14	protein_coding	MAMLD1	10046
ENSG00000013725	ENSG00000013725.14	protein_coding	CD6	923
ENSG00000013810	ENSG00000013810.19	protein_coding	TACC3	10460
ENSG00000014123	ENSG00000014123.10	protein_coding	UFL1	23376
ENSG00000014138	ENSG00000014138.9	protein_coding	POLA2	23649
ENSG00000014164	ENSG00000014164.7	protein_coding	ZC3H3	23144
ENSG00000014216	ENSG00000014216.15	protein_coding	CAPN1	823
ENSG00000014257	ENSG00000014257.16	protein_coding	ACPP	55
ENSG00000014641	ENSG00000014641.19	protein_coding	MDH1	4190
ENSG00000014824	ENSG00000014824.14	protein_coding	SLC30A9	10463
ENSG00000014914	ENSG00000014914.21	protein_coding	MTMR11	10903
ENSG00000014919	ENSG00000014919.12	protein_coding	COX15	1355
ENSG00000015133	ENSG00000015133.19	protein_coding	CCDC88C	440193
ENSG00000015153	ENSG00000015153.14	protein_coding	YAF2	10138
ENSG00000015171	ENSG00000015171.19	protein_coding	ZMYND11	10771
ENSG00000015285	ENSG00000015285.10	protein_coding	WAS	7454
ENSG00000015413	ENSG00000015413.9	protein_coding	DPEP1	1800
ENSG00000015475	ENSG00000015475.18	protein_coding	BID	637
ENSG00000015520	ENSG00000015520.14	protein_coding	NPC1L1	29881
ENSG00000015532	ENSG00000015532.10	protein_coding	XYLT2	64132
ENSG00000015676	ENSG00000015676.18	protein_coding	NUDCD3	23386
ENSG00000016082	ENSG00000016082.15	protein_coding	ISL1	3670
ENSG00000016391	ENSG00000016391.11	protein_coding	CHDH	55349
ENSG00000016402	ENSG00000016402.13	protein_coding	IL20RA	53832
ENSG00000016490	ENSG00000016490.15	protein_coding	CLCA1	1179
ENSG00000016602	ENSG00000016602.9	protein_coding	CLCA4	22802
ENSG00000016864	ENSG00000016864.18	protein_coding	GLT8D1	55830
ENSG00000017260	ENSG00000017260.19	protein_coding	ATP2C1	27032
ENSG00000017427	ENSG00000017427.16	protein_coding	IGF1	3479
ENSG00000017483	ENSG00000017483.15	protein_coding	SLC38A5	92745
ENSG00000017797	ENSG00000017797.13	protein_coding	RALBP1	10928
ENSG00000018189	ENSG00000018189.13	protein_coding	RUFY3	22902
ENSG00000018236	ENSG00000018236.15	protein_coding	CNTN1	1272
ENSG00000018280	ENSG00000018280.17	protein_coding	SLC11A1	6556
ENSG00000018408	ENSG00000018408.14	protein_coding	WWTR1	25937
ENSG00000018510	ENSG00000018510.16	protein_coding	AGPS	8540
ENSG00000018610	ENSG00000018610.14	protein_coding	CXorf56	63932
ENSG00000018625	ENSG00000018625.15	protein_coding	ATP1A2	477
ENSG00000018699	ENSG00000018699.13	protein_coding	TTC27	55622
ENSG00000018869	ENSG00000018869.16	protein_coding	ZNF582	147948
ENSG00000019102	ENSG00000019102.12	protein_coding	VSIG2	23584
ENSG00000019144	ENSG00000019144.19	protein_coding	PHLDB1	23187
ENSG00000019169	ENSG00000019169.10	protein_coding	MARCO	8685
ENSG00000019186	ENSG00000019186.10	protein_coding	CYP24A1	1591
ENSG00000019485	ENSG00000019485.13	protein_coding	PRDM11	56981
ENSG00000019505	ENSG00000019505.8	protein_coding	SYT13	57586
ENSG00000019549	ENSG00000019549.13	protein_coding	SNAI2	6591
ENSG00000019582	ENSG00000019582.15	protein_coding	CD74	972
ENSG00000019991	ENSG00000019991.18	protein_coding	HGF	3082
ENSG00000019995	ENSG00000019995.6	protein_coding	ZRANB1	54764
ENSG00000020129	ENSG00000020129.16	protein_coding	NCDN	23154
ENSG00000020181	ENSG00000020181.18	protein_coding	ADGRA2	25960
ENSG00000020256	ENSG00000020256.20	protein_coding	ZFP64	55734
ENSG00000020426	ENSG00000020426.11	protein_coding	MNAT1	4331
ENSG00000020577	ENSG00000020577.13	protein_coding	SAMD4A	23034
ENSG00000020633	ENSG00000020633.18	protein_coding	RUNX3	864
ENSG00000020922	ENSG00000020922.12	protein_coding	MRE11	4361
ENSG00000021300	ENSG00000021300.14	protein_coding	PLEKHB1	58473
ENSG00000021355	ENSG00000021355.13	protein_coding	SERPINB1	1992
ENSG00000021488	ENSG00000021488.13	protein_coding	SLC7A9	11136
ENSG00000021574	ENSG00000021574.12	protein_coding	SPAST	6683
ENSG00000021645	ENSG00000021645.18	protein_coding	NRXN3	9369
ENSG00000021762	ENSG00000021762.20	protein_coding	OSBPL5	114879
ENSG00000021776	ENSG00000021776.11	protein_coding	AQR	9716
ENSG00000021826	ENSG00000021826.16	protein_coding	CPS1	1373
ENSG00000022267	ENSG00000022267.19	protein_coding	FHL1	2273
ENSG00000022277	ENSG00000022277.12	protein_coding	RTF2	51507
ENSG00000022556	ENSG00000022556.16	protein_coding	NLRP2	55655
ENSG00000022567	ENSG00000022567.9	protein_coding	SLC45A4	57210
ENSG00000022840	ENSG00000022840.16	protein_coding	RNF10	9921
ENSG00000022976	ENSG00000022976.15	protein_coding	ZNF839	55778
ENSG00000023041	ENSG00000023041.11	protein_coding	ZDHHC6	64429
ENSG00000023171	ENSG00000023171.18	protein_coding	GRAMD1B	57476
ENSG00000023191	ENSG00000023191.17	protein_coding	RNH1	6050
ENSG00000023228	ENSG00000023228.14	protein_coding	NDUFS1	4719
ENSG00000023287	ENSG00000023287.13	protein_coding	RB1CC1	9821
ENSG00000023318	ENSG00000023318.8	protein_coding	ERP44	23071
ENSG00000023330	ENSG00000023330.15	protein_coding	ALAS1	211
ENSG00000023445	ENSG00000023445.14	protein_coding	BIRC3	330
ENSG00000023516	ENSG00000023516.9	protein_coding	AKAP11	11215
