sampleID	ENSG00000049768.15	ENST00000376207.9	ENST00000376199.7
TCGA.A2.A0CU.01A.12R.A034.07	0.056344	0.056344	0
TCGA.A2.A0CV.01A.31R.A115.07	0.041212	0.015755	0
TCGA.A2.A0CW.01A.21R.A115.07	0.173096	0.16663	0
TCGA.A2.A0CX.01A.21R.A00Z.07	0.090415	0.090415	0
TCGA.A2.A0CY.01A.12R.A034.07	0.030273	0.030273	0
TCGA.A2.A0CZ.01A.11R.A034.07	0.094123	0.094123	0
TCGA.A2.A0D0.01A.11R.A00Z.07	0.23428	0.23428	0
TCGA.A2.A0D1.01A.11R.A034.07	0.258243	0.258243	0
TCGA.A2.A0D2.01A.21R.A034.07	0.735874	0.721219	0
TCGA.A2.A0D3.01A.11R.A115.07	0.204544	0.204544	0
TCGA.A2.A0D4.01A.11R.A00Z.07	0.279803	0.240749	0
TCGA.A2.A0EM.01A.11R.A034.07	0.199887	0.199887	0
TCGA.A2.A0EN.01A.13R.A084.07	0.663428	0.647456	0.015972
TCGA.A2.A0EO.01A.11R.A034.07	0.08719	0.08719	0
TCGA.A2.A0EP.01A.52R.A22U.07	1.365047	1.365047	0
TCGA.A2.A0EQ.01A.11R.A034.07	2.998161	2.657459	0.256224
TCGA.A2.A0ER.01A.21R.A034.07	0.214378	0.214378	0
TCGA.A2.A0ES.01A.11R.A115.07	0.121095	0.121095	0
TCGA.A2.A0ET.01A.31R.A034.07	0.242836	0.242836	0
TCGA.A2.A0EU.01A.22R.A056.07	0.231795	0.231795	0
TCGA.A2.A0EV.01A.11R.A034.07	0.243296	0.243296	0
TCGA.A2.A0EW.01A.21R.A115.07	0.079482	0.079482	0
TCGA.A2.A0EX.01A.21R.A034.07	0.086253	0.086253	0
TCGA.A2.A0EY.01A.11R.A034.07	0.286446	0.286446	0
TCGA.A2.A0ST.01A.12R.A084.07	0.326886	0.319208	0.007678
TCGA.A2.A0SU.01A.11R.A084.07	0.213142	0.179799	0.033343
TCGA.A2.A0SV.01A.11R.A084.07	0.884183	0.884183	0
TCGA.A2.A0SW.01A.11R.A084.07	0.445007	0.436285	0
TCGA.A2.A0SX.01A.12R.A084.07	3.909809	3.909809	0
TCGA.A2.A0SY.01A.31R.A084.07	0.335691	0.335691	0
TCGA.A2.A0T0.01A.22R.A084.07	1.330847	0.865198	0.011345
TCGA.A2.A0T1.01A.21R.A084.07	0.081382	0.081382	0
TCGA.A2.A0T2.01A.11R.A084.07	0.119777	0.119777	0
TCGA.A2.A0T3.01A.21R.A115.07	0.032792	0.032792	0
TCGA.A2.A0T4.01A.31R.A084.07	0.269934	0.269934	0
TCGA.A2.A0T5.01A.21R.A084.07	0.146367	0.146367	0
TCGA.A2.A0T6.01A.11R.A084.07	1.283348	1.283348	0
TCGA.A2.A0T7.01A.21R.A084.07	0.120197	0.120197	0
TCGA.A2.A0YC.01A.11R.A109.07	0.158208	0.158208	0
TCGA.A2.A0YD.01A.11R.A109.07	0.398631	0.398631	0
TCGA.A2.A0YE.01A.11R.A109.07	0.105581	0.105581	0
TCGA.A2.A0YF.01A.21R.A109.07	0.220724	0.220724	0
TCGA.A2.A0YG.01A.21R.A109.07	0.135233	0.135233	0
TCGA.A2.A0YH.01A.11R.A109.07	0.214498	0.214498	0
TCGA.A2.A0YI.01A.31R.A10J.07	0.141751	0.141751	0
TCGA.A2.A0YJ.01A.11R.A109.07	0.030017	0.030017	0
TCGA.A2.A0YK.01A.22R.A109.07	0.056812	0.056812	0
TCGA.A2.A0YL.01A.21R.A109.07	0.239695	0.239695	0
TCGA.A2.A0YM.01A.11R.A109.07	1.294479	1.294479	0
TCGA.A2.A0YT.01A.11R.A109.07	0.07591	0.07591	0
TCGA.A2.A1FV.01A.11R.A13Q.07	0.027982	0.027982	0
TCGA.A2.A1FW.01A.11R.A13Q.07	0.019934	0.019934	0
TCGA.A2.A1FX.01A.11R.A13Q.07	0.068053	0.068053	0
TCGA.A2.A1FZ.01A.51R.A14D.07	0.341384	0.341384	0
TCGA.A2.A1G0.01A.11R.A13Q.07	0.110982	0.089063	0
TCGA.A2.A1G1.01A.21R.A13Q.07	0.203334	0.189262	0
TCGA.A2.A1G4.01A.11R.A13Q.07	0.625372	0.361526	0
TCGA.A2.A1G6.01A.11R.A13Q.07	0.090417	0.090417	0
TCGA.A2.A259.01A.11R.A16F.07	0.089073	0.089073	0
TCGA.A2.A25A.01A.12R.A16F.07	0.062128	0.062128	0
TCGA.A2.A25B.01A.11R.A169.07	1.059174	1.033448	0
TCGA.A2.A25C.01A.11R.A169.07	0.265613	0.230685	0.019255
TCGA.A2.A25D.01A.12R.A16F.07	0.090253	0.090253	0
TCGA.A2.A25E.01A.11R.A169.07	0.627874	0.566377	0
TCGA.A2.A25F.01A.11R.A169.07	1.070045	0.455849	0.567282
TCGA.A2.A3KC.01A.11R.A213.07	0.094016	0.094016	0
TCGA.A2.A3KD.01A.12R.A213.07	0.087347	0.018304	0
TCGA.A2.A3XS.01A.11R.A22U.07	1.894184	1.655344	0
TCGA.A2.A3XT.01A.11R.A22U.07	0.471998	0.419956	0.033118
TCGA.A2.A3XU.01A.12R.A22U.07	0.024697	0.024697	0
TCGA.A2.A3XV.01A.21R.A239.07	0.080356	0.080356	0
TCGA.A2.A3XW.01A.11R.A239.07	0.218313	0.218313	0
TCGA.A2.A3XX.01A.21R.A239.07	1.410468	1.397896	0
TCGA.A2.A3XY.01A.11R.A239.07	3.335418	3.025683	0
TCGA.A2.A3XZ.01A.42R.A239.07	1.026783	0.932703	0.09408
TCGA.A2.A3Y0.01A.11R.A239.07	2.035099	1.898151	0.041182
TCGA.A2.A4RW.01A.21R.A266.07	0.542375	0.542375	0
TCGA.A2.A4RX.01A.11R.A266.07	0.168056	0.088572	0
TCGA.A2.A4RY.01A.31R.A266.07	0.755464	0.732334	0
TCGA.A2.A4S0.01A.21R.A266.07	0.129883	0.129883	0
TCGA.A2.A4S1.01A.21R.A266.07	0.025632	0.011763	0
TCGA.A2.A4S2.01A.12R.A266.07	1.140686	1.140686	0
TCGA.A2.A4S3.01A.21R.A266.07	1.776874	1.588425	0.070571
TCGA.A7.A0CD.01A.11R.A00Z.07	0.045271	0.031262	0
TCGA.A7.A0CE.01A.11R.A00Z.07	0.057419	0.057419	0
TCGA.A7.A0CE.11A.21R.A089.07	0.005541	0.005541	0
TCGA.A7.A0CG.01A.12R.A056.07	2.085461	2.085461	0
TCGA.A7.A0CH.01A.21R.A00Z.07	0.094909	0.057913	0
TCGA.A7.A0CH.11A.32R.A089.07	0.010555	0.010555	0
TCGA.A7.A0CJ.01A.21R.A00Z.07	0.086713	0.086713	0
TCGA.A7.A0D9.01A.31R.A056.07	0.326809	0.326809	0
TCGA.A7.A0D9.11A.53R.A089.07	0.019718	0.019718	0
TCGA.A7.A0DA.01A.31R.A115.07	0.08977	0.08977	0
TCGA.A7.A0DB.01C.02R.A277.07	0.190647	0.190647	0
TCGA.A7.A0DB.11A.33R.A089.07	0.023849	0	0.023849
TCGA.A7.A0DC.01A.11R.A00Z.07	0.026397	0.005714	0
TCGA.A7.A0DC.11A.41R.A089.07	0.062229	0.062229	0
TCGA.A7.A13D.01B.04R.A277.07	0.918544	0.381964	0
TCGA.A7.A13E.01B.06R.A277.07	0.41617	0.41617	0
TCGA.A7.A13E.11A.61R.A12P.07	0.023735	0.023735	0
TCGA.A7.A13F.01A.11R.A12P.07	0.039944	0.039944	0
TCGA.A7.A13F.11A.42R.A12P.07	0.005952	0.005952	0
TCGA.A7.A13G.01A.11R.A13Q.07	0.028014	0.028014	0
TCGA.A7.A13G.11A.51R.A13Q.07	0	0	0
TCGA.A7.A13H.01A.11R.A22K.07	0.11375	0.11375	0
TCGA.A7.A26E.01A.11R.A169.07	0.056889	0.056889	0
TCGA.A7.A26F.01A.21R.A169.07	0.118562	0.02545	0.021305
TCGA.A7.A26G.01A.21R.A169.07	3.069025	3.042952	0.026073
TCGA.A7.A26H.01A.11R.A169.07	0.161438	0.161438	0
TCGA.A7.A26I.01A.11R.A169.07	0.021211	0.021211	0
TCGA.A7.A26J.01B.02R.A277.07	0.409443	0.280436	0
TCGA.A7.A2KD.01A.31R.A21T.07	0.945678	0.945678	0
TCGA.A7.A3IY.01A.21R.A21T.07	0.954477	0.564935	0
TCGA.A7.A3IZ.01A.11R.A213.07	0.101196	0.101196	0
TCGA.A7.A3J0.01A.11R.A213.07	0.215288	0.215288	0
TCGA.A7.A3J1.01A.11R.A213.07	4.626508	4.115791	0.363623
TCGA.A7.A3RF.01A.11R.A22K.07	0.029646	0.019888	0
TCGA.A7.A425.01A.11R.A24H.07	0.221398	0.177325	0
TCGA.A7.A426.01A.22R.A24H.07	0.138616	0.127979	0
TCGA.A7.A4SA.01A.11R.A266.07	1.93125	0.557409	0
TCGA.A7.A4SB.01A.21R.A266.07	0.625399	0.352364	0
TCGA.A7.A4SC.01A.12R.A266.07	0.253776	0.157532	0
TCGA.A7.A4SD.01A.11R.A266.07	0.811702	0.811702	0
TCGA.A7.A4SE.01A.11R.A266.07	1.675981	0.687442	0
TCGA.A7.A4SF.01A.11R.A266.07	0.136027	0.114389	0
TCGA.A7.A56D.01A.11R.A27Q.07	0.014817	0.014817	0
TCGA.A7.A5ZV.01A.11R.A28M.07	0.072939	0.072939	0
TCGA.A7.A5ZW.01A.12R.A29R.07	0.098586	0.098586	0
TCGA.A7.A5ZX.01A.12R.A29R.07	0.084356	0.084356	0
TCGA.A7.A6VV.01A.22R.A33J.07	0.063494	0.063494	0
TCGA.A7.A6VW.01A.21R.A33J.07	0.046909	0.046909	0
TCGA.A7.A6VX.01A.12R.A33J.07	0.274351	0.240879	0
TCGA.A7.A6VY.01A.12R.A33J.07	3.049157	2.809271	0.192546
TCGA.A8.A06N.01A.11R.A00Z.07	0.031323	0.031323	0
TCGA.A8.A06O.01A.11R.A00Z.07	0.037233	0.037233	0
TCGA.A8.A06P.01A.11R.A00Z.07	0.03439	0.03439	0
TCGA.A8.A06Q.01A.11R.A034.07	0.019531	0.019531	0
TCGA.A8.A06R.01A.11R.A00Z.07	0.032959	0.032959	0
TCGA.A8.A06T.01A.11R.A00Z.07	2.241772	2.172805	0
TCGA.A8.A06U.01A.11R.A00Z.07	0.705114	0.705114	0
TCGA.A8.A06X.01A.21R.A00Z.07	0.070458	0.070458	0
TCGA.A8.A06Y.01A.21R.A00Z.07	0.046306	0.046306	0
TCGA.A8.A06Z.01A.11R.A00Z.07	0.01228	0.01228	0
TCGA.A8.A075.01A.11R.A084.07	0.091759	0.091759	0
TCGA.A8.A076.01A.21R.A00Z.07	0.360123	0.318426	0
TCGA.A8.A079.01A.21R.A00Z.07	0.007671	0.007671	0
TCGA.A8.A07B.01A.11R.A00Z.07	0.011562	0.011562	0
TCGA.A8.A07C.01A.11R.A034.07	0.55664	0.55664	0
TCGA.A8.A07E.01A.11R.A034.07	0.237723	0.21021	0
TCGA.A8.A07F.01A.11R.A00Z.07	1.111701	1.111701	0
TCGA.A8.A07G.01A.11R.A034.07	0.346194	0.346194	0
TCGA.A8.A07I.01A.11R.A00Z.07	0.271845	0.246608	0.025237
TCGA.A8.A07J.01A.11R.A00Z.07	0.460422	0.460422	0
TCGA.A8.A07L.01A.11R.A00Z.07	0.258841	0.258841	0
TCGA.A8.A07O.01A.11R.A00Z.07	0.030808	0.030808	0
TCGA.A8.A07P.01A.11R.A00Z.07	0.147996	0.147996	0
TCGA.A8.A07R.01A.21R.A034.07	0.150669	0.150669	0
TCGA.A8.A07S.01A.11R.A034.07	0.012169	0.012169	0
TCGA.A8.A07U.01A.11R.A034.07	0.311004	0.311004	0
TCGA.A8.A07W.01A.11R.A00Z.07	0.041801	0.041801	0
TCGA.A8.A07Z.01A.11R.A00Z.07	0.398478	0.23978	0
TCGA.A8.A081.01A.11R.A00Z.07	0.028889	0.028889	0
TCGA.A8.A082.01A.11R.A00Z.07	0.042946	0.042946	0
TCGA.A8.A083.01A.21R.A00Z.07	0	0	0
TCGA.A8.A084.01A.21R.A00Z.07	0.161853	0.149632	0
TCGA.A8.A085.01A.11R.A00Z.07	0	0	0
TCGA.A8.A086.01A.11R.A00Z.07	0.130851	0.130851	0
TCGA.A8.A08A.01A.11R.A32Y.07	0.792543	0.748437	0.022688
TCGA.A8.A08B.01A.11R.A00Z.07	0.034084	0.034084	0
TCGA.A8.A08C.01A.11R.A00Z.07	0.028639	0.028639	0
TCGA.A8.A08F.01A.11R.A00Z.07	0.15667	0.15667	0
TCGA.A8.A08G.01A.11R.A00Z.07	0.385245	0.385245	0
TCGA.A8.A08H.01A.21R.A00Z.07	0.204055	0.204055	0
TCGA.A8.A08I.01A.11R.A00Z.07	0.717878	0.717878	0
TCGA.A8.A08J.01A.11R.A00Z.07	0.272734	0.256676	0
TCGA.A8.A08L.01A.11R.A00Z.07	0.136177	0.136177	0
TCGA.A8.A08O.01A.21R.A056.07	0.041208	0.041208	0
TCGA.A8.A08P.01A.11R.A00Z.07	0.468653	0.468653	0
TCGA.A8.A08R.01A.11R.A034.07	0.157504	0.134817	0.022687
TCGA.A8.A08S.01A.11R.A034.07	0.708633	0.663373	0.04526
TCGA.A8.A08T.01A.21R.A00Z.07	0.201934	0.201934	0
TCGA.A8.A08X.01A.21R.A00Z.07	0.21986	0.21986	0
TCGA.A8.A08Z.01A.21R.A00Z.07	0.268145	0.268145	0
TCGA.A8.A090.01A.11R.A00Z.07	0.123675	0.050697	0
TCGA.A8.A091.01A.11R.A00Z.07	0.023235	0	0.023235
TCGA.A8.A092.01A.11R.A00Z.07	0.016373	0.016373	0
TCGA.A8.A093.01A.11R.A00Z.07	0.014162	0.014162	0
TCGA.A8.A094.01A.11R.A00Z.07	0.317187	0.161174	0
TCGA.A8.A095.01A.11R.A00Z.07	0.009281	0.009281	0
TCGA.A8.A096.01A.11R.A00Z.07	2.117189	1.740623	0.303099
TCGA.A8.A097.01A.11R.A034.07	0.051238	0.051238	0
TCGA.A8.A099.01A.11R.A00Z.07	0.527091	0.527091	0
TCGA.A8.A09A.01A.11R.A00Z.07	0.247468	0.179629	0
TCGA.A8.A09B.01A.11R.A00Z.07	0.102845	0.102845	0
TCGA.A8.A09C.01A.11R.A00Z.07	0.029932	0.029932	0
TCGA.A8.A09D.01A.11R.A00Z.07	0.061811	0.061811	0
TCGA.A8.A09E.01A.11R.A00Z.07	0.097666	0.022356	0
TCGA.A8.A09G.01A.21R.A00Z.07	0.0958	0.0958	0
TCGA.A8.A09I.01A.22R.A034.07	0.085517	0.085517	0
TCGA.A8.A09K.01A.11R.A00Z.07	0.302586	0.195827	0
TCGA.A8.A09M.01A.11R.A00Z.07	0.233738	0.233738	0
TCGA.A8.A09N.01A.11R.A00Z.07	0.08479	0.012195	0
TCGA.A8.A09Q.01A.11R.A00Z.07	0.068431	0.068431	0
TCGA.A8.A09R.01A.11R.A00Z.07	0.537657	0.537657	0
TCGA.A8.A09T.01A.11R.A00Z.07	0.021546	0.021546	0
TCGA.A8.A09V.01A.11R.A034.07	0.022785	0.022785	0
TCGA.A8.A09W.01A.11R.A00Z.07	0.080167	0.080167	0
TCGA.A8.A09X.01A.11R.A00Z.07	0.482737	0.482737	0
TCGA.A8.A09Z.01A.11R.A00Z.07	0.728903	0.561635	0.167268
TCGA.A8.A0A1.01A.11R.A00Z.07	1.978932	1.028349	0.219699
TCGA.A8.A0A2.01A.11R.A034.07	1.526768	1.32461	0
TCGA.A8.A0A4.01A.11R.A00Z.07	0.236476	0.162847	0.073629
TCGA.A8.A0A6.01A.12R.A056.07	1.630393	1.406975	0
TCGA.A8.A0A7.01A.11R.A00Z.07	0.078313	0.078313	0
TCGA.A8.A0A9.01A.11R.A00Z.07	0.051094	0.051094	0
TCGA.A8.A0AB.01A.11R.A034.07	0.02273	0.02273	0
TCGA.A8.A0AD.01A.11R.A056.07	0.029138	0.029138	0
TCGA.AC.A23C.01A.12R.A169.07	0.156581	0.156581	0
TCGA.AC.A23E.01A.11R.A157.07	0.020754	0.020754	0
TCGA.AC.A23G.01A.11R.A213.07	0.386637	0.386637	0
TCGA.AC.A23H.01A.11R.A157.07	0.115477	0.115477	0
TCGA.AC.A23H.11A.12R.A157.07	0.008637	0.008637	0
TCGA.AC.A2B8.01A.11R.A17B.07	0.822206	0.788656	0
TCGA.AC.A2BK.01A.11R.A21T.07	0.074372	0.074372	0
TCGA.AC.A2BM.01A.11R.A21T.07	1.519332	1.519332	0
TCGA.AC.A2FB.01A.11R.A17B.07	0.444877	0.337862	0
TCGA.AC.A2FB.11A.13R.A17B.07	0.005049	0.005049	0
TCGA.AC.A2FE.01A.11R.A19W.07	1.402829	1.385256	0
TCGA.AC.A2FF.01A.11R.A17B.07	1.520794	1.058318	0.036431
TCGA.AC.A2FF.11A.13R.A17B.07	0.03692	0.03692	0
TCGA.AC.A2FG.01A.11R.A17B.07	0.0027	0.0027	0
TCGA.AC.A2FK.01A.12R.A180.07	0.051688	0.051688	0
TCGA.AC.A2FM.01A.11R.A19W.07	0.059411	0.059411	0
TCGA.AC.A2FM.11B.32R.A19W.07	0.022421	0.022421	0
TCGA.AC.A2FO.01A.11R.A180.07	0.074738	0.074738	0
TCGA.AC.A2QH.01A.11R.A18M.07	0.008247	0	0.008247
TCGA.AC.A2QI.01A.12R.A19W.07	0.435692	0.435692	0
TCGA.AC.A2QJ.01A.12R.A19W.07	0.188376	0.188376	0
TCGA.AC.A3BB.01A.21R.A19W.07	0.315377	0.315377	0
TCGA.AC.A3EH.01A.22R.A22K.07	0.982358	0.961749	0
TCGA.AC.A3HN.01A.11R.A213.07	0.3069	0.200126	0
TCGA.AC.A3OD.01A.11R.A21T.07	0.128401	0.025515	0.020151
TCGA.AC.A3QP.01A.11R.A22U.07	0.425157	0.388827	0.026319
TCGA.AC.A3QQ.01A.11R.A22K.07	0.064412	0.011878	0.043225
TCGA.AC.A3TM.01A.11R.A22K.07	0.045106	0.045106	0
TCGA.AC.A3TN.01A.11R.A22K.07	0.003661	0.003661	0
TCGA.AC.A3W5.01A.11R.A22K.07	0.340134	0.340134	0
TCGA.AC.A3W6.01A.12R.A22K.07	2.803053	2.622349	0.159096
TCGA.AC.A3W7.01A.11R.A22K.07	0.988176	0.974154	0
TCGA.AC.A3YI.01A.21R.A239.07	0.056707	0.056707	0
TCGA.AC.A3YJ.01A.11R.A22U.07	0.102843	0.102843	0
TCGA.AC.A4ZE.01A.11R.A41B.07	0.10685	0.10685	0
TCGA.AC.A5EH.01A.11R.A28M.07	0.322115	0.322115	0
TCGA.AC.A5XS.01A.11R.A29R.07	0.016226	0.016226	0
TCGA.AC.A5XU.01A.11R.A28M.07	0.271336	0.252508	0
TCGA.AC.A62V.01A.11R.A31O.07	0.130217	0.121791	0
TCGA.AC.A62X.01A.11R.A29R.07	0.085002	0.085002	0
TCGA.AC.A62Y.01A.11R.A29R.07	0.01282	0.01282	0
TCGA.AC.A6IV.01A.12R.A33J.07	1.575383	0.37691	0
TCGA.AC.A6IW.01A.12R.A33J.07	1.85686	1.780905	0
TCGA.AC.A6IX.01A.12R.A32P.07	0.965504	0.794173	0.171331
TCGA.AC.A6IX.06A.11R.A32P.07	0.463716	0.463716	0
TCGA.AC.A6NO.01A.12R.A33J.07	0.114163	0.114163	0
TCGA.AC.A7VB.01A.11R.A352.07	0.063735	0.063735	0
TCGA.AC.A7VC.01A.11R.A352.07	0.177542	0.177542	0
TCGA.AC.A8OP.01A.11R.A36F.07	0.25733	0.25733	0
TCGA.AC.A8OQ.01A.11R.A41B.07	2.590598	2.555237	0
TCGA.AC.A8OR.01A.21R.A41B.07	0.021342	0.021342	0
TCGA.AC.A8OS.01A.12R.A41B.07	0.081649	0.081649	0
TCGA.AN.A03X.01A.21R.A00Z.07	0.152415	0	0
TCGA.AN.A03Y.01A.21R.A00Z.07	2.452407	2.388073	0.064334
TCGA.AN.A041.01A.11R.A034.07	0.034075	0.034075	0
TCGA.AN.A046.01A.21R.A034.07	1.855584	1.855584	0
TCGA.AN.A049.01A.21R.A00Z.07	0.593921	0.335724	0.258197
TCGA.AN.A04A.01A.21R.A034.07	0.101406	0.101406	0
TCGA.AN.A04C.01A.21R.A034.07	0.290069	0.290069	0
TCGA.AN.A04D.01A.21R.A034.07	0.015851	0.015851	0
TCGA.AN.A0AJ.01A.11R.A00Z.07	0.108667	0.082856	0
TCGA.AN.A0AK.01A.21R.A00Z.07	0.077635	0.024624	0
TCGA.AN.A0AL.01A.11R.A00Z.07	0.150917	0.150917	0
TCGA.AN.A0AM.01A.11R.A034.07	0.24815	0.24815	0
TCGA.AN.A0AR.01A.11R.A00Z.07	0.100046	0.100046	0
TCGA.AN.A0AS.01A.11R.A00Z.07	0.003893	0.003893	0
TCGA.AN.A0AT.01A.11R.A034.07	0.054471	0.042173	0
TCGA.AN.A0FD.01A.11R.A034.07	0.241323	0.241323	0
TCGA.AN.A0FF.01A.11R.A034.07	0.383251	0.383251	0
TCGA.AN.A0FJ.01A.11R.A00Z.07	0.166408	0.166408	0
TCGA.AN.A0FK.01A.11R.A034.07	0.21772	0.21772	0
TCGA.AN.A0FL.01A.11R.A034.07	0	0	0
TCGA.AN.A0FN.01A.11R.A034.07	0.178972	0.178972	0
TCGA.AN.A0FS.01A.11R.A034.07	0.057713	0.057713	0
TCGA.AN.A0FT.01A.11R.A034.07	0.023503	0.023503	0
TCGA.AN.A0FV.01A.11R.A00Z.07	0.05284	0.05284	0
TCGA.AN.A0FW.01A.11R.A034.07	0.122793	0.122793	0
TCGA.AN.A0FX.01A.11R.A034.07	0.03454	0.03454	0
TCGA.AN.A0FY.01A.11R.A034.07	0.296468	0.290244	0.006224
TCGA.AN.A0FZ.01A.11R.A034.07	0.01354	0.01354	0
TCGA.AN.A0G0.01A.11R.A034.07	0.016285	0.016285	0
TCGA.AN.A0XL.01A.11R.A10J.07	0.004494	0.004494	0
TCGA.AN.A0XN.01A.21R.A109.07	1.90113	1.90113	0
TCGA.AN.A0XO.01A.11R.A109.07	0.027926	0.027926	0
TCGA.AN.A0XP.01A.11R.A109.07	0.078095	0.078095	0
TCGA.AN.A0XR.01A.11R.A109.07	0.187026	0.187026	0
TCGA.AN.A0XS.01A.22R.A109.07	2.057518	2.057518	0
TCGA.AN.A0XT.01A.11R.A109.07	0.02894	0.02894	0
TCGA.AN.A0XU.01A.11R.A109.07	0.044882	0.044882	0
TCGA.AN.A0XV.01A.11R.A109.07	0.207456	0.207456	0
TCGA.AN.A0XW.01A.11R.A109.07	0.286426	0.286426	0
TCGA.AO.A03L.01A.41R.A056.07	1.222105	1.16014	0.043586
TCGA.AO.A03M.01B.11R.A10J.07	1.768729	1.768729	0
TCGA.AO.A03N.01B.11R.A10J.07	0.578924	0.539801	0
TCGA.AO.A03O.01A.11R.A00Z.07	0.700224	0.700224	0
TCGA.AO.A03P.01A.11R.A00Z.07	0.428638	0.428638	0
TCGA.AO.A03R.01A.21R.A034.07	0.113515	0.086976	0
TCGA.AO.A03T.01A.21R.A034.07	0.33779	0.33779	0
TCGA.AO.A03U.01B.21R.A10J.07	0.077943	0.077943	0
TCGA.AO.A03V.01A.11R.A115.07	0.109338	0.109338	0
TCGA.AO.A0J2.01A.11R.A034.07	0.607205	0.589636	0
TCGA.AO.A0J3.01A.11R.A034.07	0.127283	0.127283	0
TCGA.AO.A0J4.01A.11R.A034.07	0.176766	0.142929	0
TCGA.AO.A0J5.01A.11R.A034.07	0	0	0
TCGA.AO.A0J6.01A.11R.A034.07	1.486887	0.594063	0
TCGA.AO.A0J7.01A.11R.A034.07	0.018593	0.018593	0
TCGA.AO.A0J8.01A.21R.A034.07	0.283304	0.283304	0
TCGA.AO.A0J9.01A.11R.A034.07	3.23446	3.23446	0
TCGA.AO.A0JA.01A.11R.A056.07	0.372622	0.32254	0.050082
TCGA.AO.A0JB.01A.11R.A32Y.07	0.359887	0.359887	0
TCGA.AO.A0JC.01A.11R.A056.07	0.739846	0.739846	0
TCGA.AO.A0JD.01A.11R.A056.07	0.434554	0.419119	0
TCGA.AO.A0JE.01A.11R.A056.07	1.757819	1.742457	0
TCGA.AO.A0JF.01A.11R.A056.07	0.064914	0.064914	0
TCGA.AO.A0JG.01A.31R.A084.07	0.463847	0.463847	0
TCGA.AO.A0JI.01A.21R.A056.07	0.066926	0.066926	0
TCGA.AO.A0JJ.01A.11R.A056.07	0.674583	0.595977	0
TCGA.AO.A0JL.01A.11R.A056.07	0.022252	0.022252	0
TCGA.AO.A0JM.01A.21R.A056.07	1.017328	0.40749	0
TCGA.AO.A124.01A.11R.A10J.07	0.290218	0.290218	0
TCGA.AO.A125.01A.11R.A10J.07	0.062245	0.037253	0
TCGA.AO.A126.01A.11R.A10J.07	0.358345	0.358345	0
