probe_id	Geneid	hgnc_symbol	entrezgene_id	biotype
36733_at	ENSG00000004776	HSPB6	126393	protein_coding
35445_at	ENSG00000004777	ARHGAP33	115703	protein_coding
35297_at	ENSG00000004779	NDUFAB1	4706	protein_coding
36739_at	ENSG00000004799	PDK4	5166	protein_coding
32993_s_at	ENSG00000004838	ZMYND10	51364	protein_coding
38329_at	ENSG00000004864	SLC25A13	10165	protein_coding
38328_at	ENSG00000004864	SLC25A13	10165	protein_coding
40040_at	ENSG00000004866	ST7	7982	protein_coding
40039_g_at	ENSG00000004866	ST7	7982	protein_coding
40038_at	ENSG00000004866	ST7	7982	protein_coding
40591_at	ENSG00000004897	CDC27	996	protein_coding
33336_at	ENSG00000004939	SLC4A1	6521	protein_coding
36746_s_at	ENSG00000004948	CALCR	799	protein_coding
38943_at	ENSG00000004961	HCCS	3052	protein_coding
34894_r_at	ENSG00000005001	PRSS22	64063	protein_coding
39404_s_at	ENSG00000005007	UPF1	5976	protein_coding
36091_at	ENSG00000005020	SKAP2	8935	protein_coding
31669_s_at	ENSG00000005073	HOXA11	3207	protein_coding
33248_at	ENSG00000005073	HOXA11	3207	protein_coding
1486_at	ENSG00000005075	POLR2J	5439	protein_coding
38055_at	ENSG00000005075	POLR2J	5439	protein_coding
36010_at	ENSG00000005102	MEOX1	4222	protein_coding
39635_at	ENSG00000005108	THSD7A	221981	protein_coding
1187_at	ENSG00000005156	LIG3	3980	protein_coding
41099_at	ENSG00000005156	LIG3	3980	protein_coding
1188_g_at	ENSG00000005156	LIG3	3980	protein_coding
1089_i_at	ENSG00000005187	ACSM3	6296	protein_coding
36727_at	ENSG00000005187	ACSM3	6296	protein_coding
1090_f_at	ENSG00000005187	ACSM3	6296	protein_coding
33279_s_at	ENSG00000005187	ACSM3	6296	protein_coding
33280_r_at	ENSG00000005187	ACSM3	6296	protein_coding
33278_at	ENSG00000005187	ACSM3	6296	protein_coding
41149_at	ENSG00000005189	REXO5	81691	protein_coding
34854_at	ENSG00000005194	CIAPIN1	57019	protein_coding
35426_at	ENSG00000005206	SPPL2B	56928	protein_coding
33843_g_at	ENSG00000005238	FAM214B	80256	protein_coding
33841_at	ENSG00000005238	FAM214B	80256	protein_coding
37221_at	ENSG00000005249	PRKAR2B	5577	protein_coding
37974_at	ENSG00000005302	MSL3	10943	protein_coding
33831_at	ENSG00000005339	CREBBP	1387	protein_coding
34460_at	ENSG00000005379	TSPOAP1	9256	protein_coding
33284_at	ENSG00000005381	MPO	4353	protein_coding
38861_at	ENSG00000005421	PON1	5444	protein_coding
33315_at	ENSG00000005436	GCFC2	6936	protein_coding
41693_r_at	ENSG00000005469	CROT	54677	protein_coding
33978_at	ENSG00000005471	ABCB4	5244	protein_coding
36875_at	ENSG00000005700	IBTK	25998	protein_coding
41393_at	ENSG00000005801	ZNF195	7748	protein_coding
39777_at	ENSG00000005810	MYCBP2	23077	protein_coding
38547_at	ENSG00000005844	ITGAL	3683	protein_coding
38844_at	ENSG00000005882	PDK2	5164	protein_coding
38845_at	ENSG00000005882	PDK2	5164	protein_coding
884_at	ENSG00000005884	ITGA3	3675	protein_coding
885_g_at	ENSG00000005884	ITGA3	3675	protein_coding
38931_at	ENSG00000005889	ZFX	7543	protein_coding
38402_at	ENSG00000005893	LAMP2	3920	protein_coding
38403_at	ENSG00000005893	LAMP2	3920	protein_coding
40644_g_at	ENSG00000005961	ITGA2B	3674	protein_coding
40643_at	ENSG00000005961	ITGA2B	3674	protein_coding
32995_at	ENSG00000005981	ASB4	51666	protein_coding
32996_g_at	ENSG00000005981	ASB4	51666	protein_coding
32994_at	ENSG00000005981	ASB4	51666	protein_coding
41417_at	ENSG00000006007	GDE1	51573	protein_coding
39842_at	ENSG00000006016	CRLF1	9244	protein_coding
31594_at	ENSG00000006059	KRT33A	3883	protein_coding
974_at	ENSG00000006062	MAP3K14	9020	protein_coding
41792_at	ENSG00000006071	ABCC8	6833	protein_coding
36764_at	ENSG00000006116	CACNG3	10368	protein_coding
36161_at	ENSG00000006125	AP2B1	163	protein_coding
36254_at	ENSG00000006128	TAC1	6863	protein_coding
33288_i_at	ENSG00000006194	ZNF263	10127	protein_coding
33289_f_at	ENSG00000006194	ZNF263	10127	protein_coding
823_at	ENSG00000006210	CX3CL1	6376	protein_coding
31973_at	ENSG00000006283	CACNA1G	8913	protein_coding
40574_at	ENSG00000006432	MAP3K9	4293	protein_coding
1876_at	ENSG00000006451	RALA	5898	protein_coding
32910_at	ENSG00000006459	KDM7A	80853	protein_coding
37055_at	ENSG00000006468	ETV1	2115	protein_coding
37156_at	ENSG00000006468	ETV1	2115	protein_coding
40685_at	ENSG00000006534	ALDH3B1	221	protein_coding
35519_at	ENSG00000006555	TTC22	55001	protein_coding
34910_s_at	ENSG00000006576	PHTF2	57157	protein_coding
34911_r_at	ENSG00000006576	PHTF2	57157	protein_coding
34909_at	ENSG00000006576	PHTF2	57157	protein_coding
35188_at	ENSG00000006607	FARP2	9855	protein_coding
37847_at	ENSG00000006611	USH1C	10083	protein_coding
41696_at	ENSG00000006625	GGCT	79017	protein_coding
31865_at	ENSG00000006634	DBF4	10926	protein_coding
336_at	ENSG00000006638	TBXA2R	6915	protein_coding
37679_at	ENSG00000006652	IFRD1	3475	protein_coding
37224_at	ENSG00000006695	COX10	1352	protein_coding
31866_at	ENSG00000006712	PAF1	54623	protein_coding
41217_at	ENSG00000006715	VPS41	27072	protein_coding
36556_at	ENSG00000006740	ARHGAP44	9912	protein_coding
39367_at	ENSG00000006744	ELAC2	60528	protein_coding
41568_at	ENSG00000006756	ARSD	414	protein_coding
35173_at	ENSG00000006757	PNPLA4	8228	protein_coding
39045_at	ENSG00000006831	ADIPOR2	79602	protein_coding
41470_at	ENSG00000007062	PROM1	8842	protein_coding
32569_at	ENSG00000007168	PAFAH1B1	5048	protein_coding
1418_at	ENSG00000007171	NOS2	4843	protein_coding
1419_g_at	ENSG00000007171	NOS2	4843	protein_coding
1948_f_at	ENSG00000007171	NOS2	4843	protein_coding
34630_s_at	ENSG00000007174	DNAH9	1770	protein_coding
36443_at	ENSG00000007174	DNAH9	1770	protein_coding
39783_at	ENSG00000007202	KIAA0100	9703	protein_coding
31559_at	ENSG00000007216	SLC13A2	9058	protein_coding
33387_at	ENSG00000007237	GAS7	8522	protein_coding
36531_r_at	ENSG00000007255	TRAPPC6A	79090	protein_coding
36530_g_at	ENSG00000007255	TRAPPC6A	79090	protein_coding
36529_at	ENSG00000007255	TRAPPC6A	79090	protein_coding
36264_at	ENSG00000007264	MATK	4145	protein_coding
160035_at	ENSG00000007306	CEACAM7	1087	protein_coding
37988_at	ENSG00000007312	CD79B	974	protein_coding
33545_at	ENSG00000007314	SCN4A	6329	protein_coding
37120_at	ENSG00000007350	TKTL1	8277	protein_coding
40740_at	ENSG00000007372	PAX6	5080	protein_coding
1813_at	ENSG00000007384	RHBDF1	64285	protein_coding
37811_at	ENSG00000007402	CACNA2D2	9254	protein_coding
41115_s_at	ENSG00000007516	BAIAP3	8938	protein_coding
41116_at	ENSG00000007520	TSR3	115939	protein_coding
33269_at	ENSG00000007541	PIGQ	9091	protein_coding
33808_at	ENSG00000007866	TEAD3	7005	protein_coding
265_s_at	ENSG00000007908	SELE	6401	protein_coding
36840_at	ENSG00000007923	DNAJC11	55735	protein_coding
40665_at	ENSG00000007933	FMO3	2328	protein_coding
32973_s_at	ENSG00000007952	NOX1	27035	protein_coding
32972_at	ENSG00000007952	NOX1	27035	protein_coding
2068_s_at	ENSG00000007968	E2F2	1870	protein_coding
1447_at	ENSG00000008018	PSMB1	5689	protein_coding
32923_r_at	ENSG00000008056	SYN1	6853	protein_coding
34782_at	ENSG00000008083	JARID2	3720	protein_coding
36707_s_at	ENSG00000008086	CDKL5	6792	protein_coding
36706_at	ENSG00000008086	CDKL5	6792	protein_coding
32863_at	ENSG00000008118	CAMK1G	57172	protein_coding
39668_at	ENSG00000008196	TFAP2B	7021	protein_coding
35918_at	ENSG00000008226	DLEC1	9940	protein_coding
34919_at	ENSG00000008256	CYTH3	9265	protein_coding
35391_at	ENSG00000008277	ADAM22	53616	protein_coding
35392_g_at	ENSG00000008277	ADAM22	53616	protein_coding
41254_at	ENSG00000008277	ADAM22	53616	protein_coding
38075_at	ENSG00000008282	SYPL1	6856	protein_coding
39419_at	ENSG00000008294	SPAG9	9043	protein_coding
40020_at	ENSG00000008300	CELSR3	1951	protein_coding
35870_at	ENSG00000008311	AASS	10157	protein_coding
38148_at	ENSG00000008405	CRY1	1407	protein_coding
31381_at	ENSG00000008438	PGLYRP1	8993	protein_coding
35690_s_at	ENSG00000008441	NFIX	4784	protein_coding
35691_r_at	ENSG00000008441	NFIX	4784	protein_coding
41537_r_at	ENSG00000008441	NFIX	4784	protein_coding
40291_r_at	ENSG00000008513	ST3GAL1	6482	protein_coding
40290_f_at	ENSG00000008513	ST3GAL1	6482	protein_coding
35911_r_at	ENSG00000008516	MMP25	64386	protein_coding
35910_f_at	ENSG00000008516	MMP25	64386	protein_coding
897_at	ENSG00000008710	PKD1	5310	protein_coding
37588_s_at	ENSG00000008735	MAPK8IP2	23542	protein_coding
34289_f_at	ENSG00000008838	MED24	9862	protein_coding
34290_f_at	ENSG00000008838	MED24	9862	protein_coding
36540_at	ENSG00000008853	RHOBTB2	23221	protein_coding
950_at	ENSG00000008952	SEC62	7095	protein_coding
38100_at	ENSG00000008952	SEC62	7095	protein_coding
32044_at	ENSG00000009335	UBE3C	9690	protein_coding
38908_s_at	ENSG00000009413	REV3L	5980	protein_coding
39273_at	ENSG00000009694	TENM1	10178	protein_coding
32474_at	ENSG00000009709	PAX7	5081	protein_coding
37514_s_at	ENSG00000009724	MASP2	10747	protein_coding
37515_at	ENSG00000009724	MASP2	10747	protein_coding
35072_at	ENSG00000009780	FAM76A	199870	protein_coding
33588_at	ENSG00000009790	TRAF3IP3	80342	protein_coding
40721_g_at	ENSG00000009790	TRAF3IP3	80342	protein_coding
40720_at	ENSG00000009790	TRAF3IP3	80342	protein_coding
40719_at	ENSG00000009790	TRAF3IP3	80342	protein_coding
32261_at	ENSG00000009954	BAZ1B	9031	protein_coding
36437_s_at	ENSG00000010017	RANBP9	10048	protein_coding
32262_at	ENSG00000010165	EEF1AKNMT	51603	protein_coding
101_at	ENSG00000010219	DYRK4	8798	protein_coding
35368_at	ENSG00000010244	ZNF207	7756	protein_coding
283_at	ENSG00000010256	UQCRC1	7384	protein_coding
39389_at	ENSG00000010278	CD9	928	protein_coding
35314_at	ENSG00000010292	NCAPD2	9918	protein_coding
36030_at	ENSG00000010295	IFFO1	25900	protein_coding
35590_s_at	ENSG00000010310	GIPR	2696	protein_coding
35589_at	ENSG00000010310	GIPR	2696	protein_coding
33916_at	ENSG00000010322	NISCH	11188	protein_coding
38487_at	ENSG00000010327	STAB1	23166	protein_coding
34038_at	ENSG00000010379	SLC6A13	6540	protein_coding
39450_s_at	ENSG00000010404	IDS	3423	protein_coding
39451_i_at	ENSG00000010404	IDS	3423	protein_coding
40814_at	ENSG00000010404	IDS	3423	protein_coding
40043_at	ENSG00000010438	PRSS3	5646	protein_coding
40724_at	ENSG00000010539	ZNF200	7752	protein_coding
1146_at	ENSG00000010610	CD4	920	protein_coding
35517_at	ENSG00000010610	CD4	920	protein_coding
40280_at	ENSG00000010626	LRRC23	10233	protein_coding
38213_at	ENSG00000010671	BTK	695	protein_coding
38913_at	ENSG00000010704	HFE	3077	protein_coding
2039_s_at	ENSG00000010810	FYN	2534	protein_coding
40480_s_at	ENSG00000010810	FYN	2534	protein_coding
40481_r_at	ENSG00000010810	FYN	2534	protein_coding
40479_at	ENSG00000010810	FYN	2534	protein_coding
36175_s_at	ENSG00000010818	HIVEP2	3097	protein_coding
31806_at	ENSG00000010932	FMO1	2326	protein_coding
639_s_at	ENSG00000011007	ELOA	6924	protein_coding
32049_f_at	ENSG00000011007	ELOA	6924	protein_coding
32050_r_at	ENSG00000011007	ELOA	6924	protein_coding
36986_at	ENSG00000011009	LYPLA2	11313	protein_coding
34200_at	ENSG00000011021	CLCN6	1185	protein_coding
37408_at	ENSG00000011028	MRC2	9902	protein_coding
34167_s_at	ENSG00000011083	SLC6A7	6534	protein_coding
34166_at	ENSG00000011083	SLC6A7	6534	protein_coding
37830_at	ENSG00000011105	TSPAN9	10867	protein_coding
38550_at	ENSG00000011132	APBA3	9546	protein_coding
33309_at	ENSG00000011198	ABHD5	51099	protein_coding
33310_at	ENSG00000011198	ABHD5	51099	protein_coding
33158_at	ENSG00000011201	ANOS1	3730	protein_coding
37886_at	ENSG00000011243	AKAP8L	26993	protein_coding
41824_at	ENSG00000011260	UTP18	51096	protein_coding
37477_at	ENSG00000011275	RNF216	54476	protein_coding
40593_at	ENSG00000011304	PTBP1	5725	protein_coding
36393_at	ENSG00000011332	DPF1	8193	protein_coding
34764_at	ENSG00000011376	LARS2	23395	protein_coding
36509_at	ENSG00000011405	PIK3C2A	5286	protein_coding
189_s_at	ENSG00000011422	PLAUR	5329	protein_coding
41169_at	ENSG00000011422	PLAUR	5329	protein_coding
33718_at	ENSG00000011451	WIZ	58525	protein_coding
35289_at	ENSG00000011454	RABGAP1	23637	protein_coding
391_at	ENSG00000011485	PPP5C	5536	protein_coding
392_g_at	ENSG00000011485	PPP5C	5536	protein_coding
40191_s_at	ENSG00000011523	CEP68	23177	protein_coding
32604_s_at	ENSG00000011523	CEP68	23177	protein_coding
38363_at	ENSG00000011600	TYROBP	7305	protein_coding
35198_at	ENSG00000011638	TMEM159	57146	protein_coding
31726_at	ENSG00000011677	GABRA3	2556	protein_coding
1993_s_at	ENSG00000012048	BRCA1	672	protein_coding
33724_at	ENSG00000012048	BRCA1	672	protein_coding
604_at	ENSG00000012048	BRCA1	672	protein_coding
1902_at	ENSG00000012061	ERCC1	2067	protein_coding
36519_at	ENSG00000012061	ERCC1	2067	protein_coding
1878_g_at	ENSG00000012061	ERCC1	2067	protein_coding
38522_s_at	ENSG00000012124	CD22	933	protein_coding
38521_at	ENSG00000012124	CD22	933	protein_coding
33118_at	ENSG00000012171	SEMA3B	7869	protein_coding
31416_at	ENSG00000012174	MBTPS2	51360	protein_coding
36418_at	ENSG00000012211	PRICKLE3	4007	protein_coding
37149_s_at	ENSG00000012223	LTF	4057	protein_coding
38809_s_at	ENSG00000012232	EXTL3	2137	protein_coding
38519_at	ENSG00000012504	NR1H4	9971	protein_coding
35117_at	ENSG00000012660	ELOVL5	60481	protein_coding
33821_at	ENSG00000012660	ELOVL5	60481	protein_coding
307_at	ENSG00000012779	ALOX5	240	protein_coding
37583_at	ENSG00000012817	KDM5D	8284	protein_coding
38721_at	ENSG00000012822	CALCOCO1	57658	protein_coding
34226_at	ENSG00000012983	MAP4K5	11183	protein_coding
32848_at	ENSG00000013275	PSMC4	5704	protein_coding
39369_at	ENSG00000013288	MAN2B2	23324	protein_coding
38064_at	ENSG00000013364	MVP	9961	protein_coding
39267_at	ENSG00000013375	PGM3	5238	protein_coding
32739_at	ENSG00000013375	PGM3	5238	protein_coding
39595_at	ENSG00000013392	RWDD2A	112611	protein_coding
292_s_at	ENSG00000013441	CLK1	1195	protein_coding
32833_at	ENSG00000013441	CLK1	1195	protein_coding
36865_at	ENSG00000013523	ANGEL1	23357	protein_coding
33343_at	ENSG00000013561	RNF14	9604	protein_coding
37213_at	ENSG00000013563	DNASE1L1	1774	protein_coding
37214_g_at	ENSG00000013563	DNASE1L1	1774	protein_coding
33730_at	ENSG00000013588	GPRC5A	9052	protein_coding
40079_at	ENSG00000013588	GPRC5A	9052	protein_coding
38916_at	ENSG00000013619	MAMLD1	10046	protein_coding
40668_s_at	ENSG00000013725	CD6	923	protein_coding
40667_at	ENSG00000013725	CD6	923	protein_coding
36474_at	ENSG00000014123	UFL1	23376	protein_coding
1775_at	ENSG00000014138	POLA2	23649	protein_coding
41078_at	ENSG00000014164	ZC3H3	23144	protein_coding
33908_at	ENSG00000014216	CAPN1	823	protein_coding
32200_at	ENSG00000014257	ACP3	55	protein_coding
617_at	ENSG00000014257	ACP3	55	protein_coding
36608_at	ENSG00000014641	MDH1	4190	protein_coding
36013_at	ENSG00000014824	SLC30A9	10463	protein_coding
1229_at	ENSG00000014914	MTMR11	10903	protein_coding
1230_g_at	ENSG00000014914	MTMR11	10903	protein_coding
34545_at	ENSG00000015133	CCDC88C	440193	protein_coding
817_at	ENSG00000015153	YAF2	10138	protein_coding
38573_at	ENSG00000015153	YAF2	10138	protein_coding
33864_at	ENSG00000015171	ZMYND11	10771	protein_coding
33865_at	ENSG00000015171	ZMYND11	10771	protein_coding
38964_r_at	ENSG00000015285	WAS	7454	protein_coding
38963_i_at	ENSG00000015285	WAS	7454	protein_coding
37413_at	ENSG00000015413	DPEP1	1800	protein_coding
32725_at	ENSG00000015475	BID	637	protein_coding
32726_g_at	ENSG00000015475	BID	637	protein_coding
34834_at	ENSG00000015676	NUDCD3	23386	protein_coding
39990_at	ENSG00000016082	ISL1	3670	protein_coding
38884_at	ENSG00000016490	CLCA1	1179	protein_coding
33126_at	ENSG00000016864	GLT8D1	55830	protein_coding
38684_at	ENSG00000017260	ATP2C1	27032	protein_coding
1975_s_at	ENSG00000017427	IGF1	3479	protein_coding
1625_at	ENSG00000017427	IGF1	3479	protein_coding
1501_at	ENSG00000017427	IGF1	3479	protein_coding
38737_at	ENSG00000017427	IGF1	3479	protein_coding
38024_at	ENSG00000018189	RUFY3	22902	protein_coding
38025_r_at	ENSG00000018189	RUFY3	22902	protein_coding
31810_g_at	ENSG00000018236	CNTN1	1272	protein_coding
31809_at	ENSG00000018236	CNTN1	1272	protein_coding
38596_i_at	ENSG00000018280	SLC11A1	6556	protein_coding
38597_f_at	ENSG00000018280	SLC11A1	6556	protein_coding
38598_at	ENSG00000018280	SLC11A1	6556	protein_coding
33876_at	ENSG00000018408	WWTR1	25937	protein_coding
39225_at	ENSG00000018510	AGPS	8540	protein_coding
34377_at	ENSG00000018625	ATP1A2	477	protein_coding
37375_at	ENSG00000019144	PHLDB1	23187	protein_coding
40331_at	ENSG00000019169	MARCO	8685	protein_coding
660_at	ENSG00000019186	CYP24A1	1591	protein_coding
38288_at	ENSG00000019549	SNAI2	6591	protein_coding
35016_at	ENSG00000019582	CD74	972	protein_coding
1340_s_at	ENSG00000019991	HGF	3082	protein_coding
1095_s_at	ENSG00000019991	HGF	3082	protein_coding
38309_r_at	ENSG00000020129	NCDN	23154	protein_coding
38307_at	ENSG00000020129	NCDN	23154	protein_coding
38308_g_at	ENSG00000020129	NCDN	23154	protein_coding
1688_s_at	ENSG00000020426	MNAT1	4331	protein_coding
38387_at	ENSG00000020426	MNAT1	4331	protein_coding
40855_at	ENSG00000020577	SAMD4A	23034	protein_coding
106_at	ENSG00000020633	RUNX3	864	protein_coding
32870_g_at	ENSG00000020922	MRE11	4361	protein_coding
32869_at	ENSG00000020922	MRE11	4361	protein_coding
39233_at	ENSG00000020922	MRE11	4361	protein_coding
33105_at	ENSG00000021300	PLEKHB1	58473	protein_coding
33305_at	ENSG00000021355	SERPINB1	1992	protein_coding
35171_at	ENSG00000021574	SPAST	6683	protein_coding
35951_at	ENSG00000021645	NRXN3	9369	protein_coding
41712_at	ENSG00000021776	AQR	9716	protein_coding
34884_at	ENSG00000021826	CPS1	1373	protein_coding
36304_at	ENSG00000021852	C8B	732	protein_coding
32542_at	ENSG00000022267	FHL1	2273	protein_coding
36323_at	ENSG00000022355	GABRA1	2554	protein_coding
34883_at	ENSG00000022840	RNF10	9921	protein_coding
41559_at	ENSG00000023171	GRAMD1B	57476	protein_coding
36187_at	ENSG00000023191	RNH1	6050	protein_coding
38395_at	ENSG00000023228	NDUFS1	4719	protein_coding
34875_r_at	ENSG00000023287	RB1CC1	9821	protein_coding
40053_at	ENSG00000023318	ERP44	23071	protein_coding
37674_at	ENSG00000023330	ALAS1	211	protein_coding
1717_s_at	ENSG00000023445	BIRC3	330	protein_coding
34657_at	ENSG00000023516	AKAP11	11215	protein_coding
35488_at	ENSG00000023608	SNAPC1	6617	protein_coding
34402_at	ENSG00000023734	STRAP	11171	protein_coding
33721_at	ENSG00000023839	ABCC2	1244	protein_coding
33163_r_at	ENSG00000023909	GCLM	2730	protein_coding
39797_at	ENSG00000024048	UBR2	23304	protein_coding
34821_at	ENSG00000024862	CCDC28A	25901	protein_coding
32963_s_at	ENSG00000025039	RRAGD	58528	protein_coding
202_at	ENSG00000025156	HSF2	3298	protein_coding
32087_at	ENSG00000025156	HSF2	3298	protein_coding
32884_at	ENSG00000025293	PHF20	51230	protein_coding
35050_at	ENSG00000025293	PHF20	51230	protein_coding
37512_at	ENSG00000025423	HSD17B6	8630	protein_coding
512_at	ENSG00000025434	NR1H3	10062	protein_coding
33106_at	ENSG00000025434	NR1H3	10062	protein_coding
1665_s_at	ENSG00000025708	TYMP	1890	protein_coding
36879_at	ENSG00000025708	TYMP	1890	protein_coding
40640_at	ENSG00000025770	NCAPH2	29781	protein_coding
37048_at	ENSG00000025772	TOMM34	10953	protein_coding
37049_g_at	ENSG00000025772	TOMM34	10953	protein_coding
37050_r_at	ENSG00000025772	TOMM34	10953	protein_coding
34349_at	ENSG00000025796	SEC63	11231	protein_coding
35443_at	ENSG00000025800	KPNA6	23633	protein_coding
40275_at	ENSG00000025800	KPNA6	23633	protein_coding
34091_s_at	ENSG00000026025	VIM	7431	protein_coding
389_s_at	ENSG00000026103	FAS	355	protein_coding
1808_s_at	ENSG00000026103	FAS	355	protein_coding
37644_s_at	ENSG00000026103	FAS	355	protein_coding
1440_s_at	ENSG00000026103	FAS	355	protein_coding
1441_s_at	ENSG00000026103	FAS	355	protein_coding
37643_at	ENSG00000026103	FAS	355	protein_coding
31472_s_at	ENSG00000026508	CD44	960	protein_coding
1125_s_at	ENSG00000026508	CD44	960	protein_coding
1126_s_at	ENSG00000026508	CD44	960	protein_coding
2036_s_at	ENSG00000026508	CD44	960	protein_coding
40493_at	ENSG00000026508	CD44	960	protein_coding
37498_at	ENSG00000026559	KCNG1	3755	protein_coding
32630_f_at	ENSG00000026950	BTN3A1	11119	protein_coding
32629_f_at	ENSG00000026950	BTN3A1	11119	protein_coding
36830_at	ENSG00000027001	MIPEP	4285	protein_coding
1267_at	ENSG00000027075	PRKCH	5583	protein_coding
1038_s_at	ENSG00000027697	IFNGR1	3459	protein_coding
34432_at	ENSG00000027869	SH2D2A	9047	protein_coding
33124_at	ENSG00000028116	VRK2	7444	protein_coding
1583_at	ENSG00000028137	TNFRSF1B	7133	protein_coding
33813_at	ENSG00000028137	TNFRSF1B	7133	protein_coding
37419_g_at	ENSG00000028277	POU2F2	5452	protein_coding
37418_at	ENSG00000028277	POU2F2	5452	protein_coding
37417_at	ENSG00000028277	POU2F2	5452	protein_coding
36583_at	ENSG00000028528	SNX1	6642	protein_coding
35645_at	ENSG00000028528	SNX1	6642	protein_coding
31797_at	ENSG00000028839	TBPL1	9519	protein_coding
38050_at	ENSG00000029363	BCLAF1	9774	protein_coding
32152_at	ENSG00000029534	ANK1	286	protein_coding
35131_at	ENSG00000029559	IBSP	3381	protein_coding
32742_s_at	ENSG00000029725	RABEP1	9135	protein_coding
32741_at	ENSG00000029725	RABEP1	9135	protein_coding
33714_at	ENSG00000029993	HMGB3	3149	protein_coding
34253_at	ENSG00000030066	NUP160	23279	protein_coding
846_s_at	ENSG00000030110	BAK1	578	protein_coding
31777_at	ENSG00000030304	MUSK	4593	protein_coding
1626_at	ENSG00000030304	MUSK	4593	protein_coding
41198_at	ENSG00000030582	GRN	2896	protein_coding
34849_at	ENSG00000031698	SARS1	6301	protein_coding
41130_at	ENSG00000031823	RANBP3	8498	protein_coding
1849_s_at	ENSG00000032219	ARID4A	5926	protein_coding
1784_s_at	ENSG00000032219	ARID4A	5926	protein_coding
34874_at	ENSG00000032444	PNPLA6	10908	protein_coding
34284_at	ENSG00000032742	IFT88	8100	protein_coding
31878_at	ENSG00000033050	ABCF2	10061	protein_coding
41628_at	ENSG00000033170	FUT8	2530	protein_coding
35253_at	ENSG00000033327	GAB2	9846	protein_coding
39326_at	ENSG00000033627	ATP6V0A1	535	protein_coding
36573_at	ENSG00000033800	PIAS1	8554	protein_coding
34936_at	ENSG00000033867	SLC4A7	9497	protein_coding
39590_at	ENSG00000034053	APBA2	321	protein_coding
2075_s_at	ENSG00000034152	MAP2K3	5606	protein_coding
1622_at	ENSG00000034152	MAP2K3	5606	protein_coding
31481_s_at	ENSG00000034510	TMSB10	9168	protein_coding
36864_at	ENSG00000034693	PEX3	8504	protein_coding
35767_at	ENSG00000034713	GABARAPL2	11345	protein_coding
40403_at	ENSG00000034971	MYOC	4653	protein_coding
33895_at	ENSG00000035115	SH3YL1	26751	protein_coding
36601_at	ENSG00000035403	VCL	7414	protein_coding
34912_at	ENSG00000035664	DAPK2	23604	protein_coding
37673_at	ENSG00000035681	NSMAF	8439	protein_coding
33167_r_at	ENSG00000035687	ADSS2	159	protein_coding
